lexeme_id	form_side	reference	verse_id	token_index	surface_form	normalized_form	segmentation	gloss_span	lemma	pos	local_context	kjv	environment	lexical_category	example_quality	reason_selected	blocking_or_caveat_notes
mu-muk	form_ii	Psalms 59:7	19059007	10	muk	muk	muk	kiss	mu	N	uh a a [muk] uh tawh zuauthu	Behold, they belch out with their mouth: Swords are in their lips: For who, say they , doth hear?	finite_main_or_matrix	analyzer_only_uncertain	descriptive_with_caveat	Best currently available audit row pending manual philological review.	analyzer_pair_only No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket. Row status is capped by the pair-level publication status.
mual-mualh	form_i	Ezekiel 43:9	26043009	16	mual	mual	mual	mountain	mual	N	uh phawkna a [mual] uh a phiat	Now let them put away their whoredom, and the carcases of their kings, far from me, and I will dwell in the midst of them for ever.	finite_main_or_matrix	noun_or_nominal_compound	blocked_nonverbal	Best available audit row for a blocked nominal or compound-like analyzer pair.	nominal_or_compound_examples_only No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket. Row status is capped by the pair-level publication status.
mual-mualh	form_ii	Leviticus 13:56	03013056	13	mualh	mualh	mualh	mountain	mual	N	a meima a [mualh] leh amah in	And if the priest look, and, behold, the plague be somewhat dark after the washing of it; then he shall rend it out of the garment, or out of the skin, or out of the warp, or out of the woof:	quotative_or_say_complement	noun_or_nominal_compound	blocked_nonverbal	Best available audit row for a blocked nominal or compound-like analyzer pair.	nominal_or_compound_examples_only Nearby quotative material suggests embedded or reported-speech structure. Row status is capped by the pair-level publication status.
ne-neh	form_ii	Luke 23:10	42023010	8	neh	neh	neh	sojourn	ne	N	siate in hong [neh] uh a Jesuh	And the chief priests and scribes stood and vehemently accused him.	finite_main_or_matrix	analyzer_only_uncertain	descriptive_with_caveat	Best currently available audit row pending manual philological review.	analyzer_pair_only No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket. Row status is capped by the pair-level publication status.
ne-nek	form_i	Genesis 2:17	01002017	12	ne	ne	ne	eat	ne	V	gah pen na [ne] kei ding hi	but of the tree of the knowledge of good and evil, thou shalt not eat of it: for in the day that thou eatest thereof thou shalt surely die.	negative_clause	lexical_verb	print_ready	Best clean verbal form i row after lexical-category filtering.	Blocked noisy material includes nesak, neksak, nesakin, neksakna. Form I stem `ne` participates in multiple analyzer pairs (ne-neh, ne-nek); counted under canonical pair ne-nek. Alternate Form II analyses remain visible in pair summary notes: ne-neh. Nearby negative material marks a negative or irrealis-heavy clause. Accepted candidate TSV evidence can inherit the pair's editorial status.
ne-nek	form_ii	Genesis 2:17	01002017	23	nek	nek	nek	eat.II	ne	V	leh tua na [nek] ni-in na si	but of the tree of the knowledge of good and evil, thou shalt not eat of it: for in the day that thou eatest thereof thou shalt surely die.	dependent_temporal_ni_in	lexical_verb	print_ready	Best clean verbal form ii row after lexical-category filtering.	Blocked noisy material includes nesak, neksak, nesakin, neksakna. Immediate following `ni-in` provides a conservative dependent-temporal cue. Accepted candidate TSV evidence can inherit the pair's editorial status.
nei-neih	form_i	Genesis 11:30	01011030	5	nei	nei	nei	have	nei	V	ciing a ta [nei] lo hi	But Sarai was barren; she had no child.	negative_clause	lexical_verb	print_ready	Best clean verbal form i row after lexical-category filtering.	Blocked noisy material includes neisak, neihsak. Nearby negative material marks a negative or irrealis-heavy clause. Accepted candidate TSV evidence can inherit the pair's editorial status.
nei-neih	form_ii	Zechariah 9:4	38009004	5	neih	neih	nei-h	have-NOM	nei	V	Topa in a [neih] khempeuh laksakin tuipi	Behold, the Lord will cast her out, and he will smite her power in the sea; and she shall be devoured with fire.	finite_main_or_matrix	lexical_verb	descriptive_clean	Best clean verbal form ii row after lexical-category filtering.	Blocked noisy material includes neisak, neihsak. No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket. Row is useful for matrix review, but it is not strong enough to inherit the pair's print-facing status.
ngai-ngaih	form_i	Zephaniah 3:7	36003007	11	ngai	ngai	ngai	listen.I	ngai	V	zahtakin ka thuhilhna [ngai] ding uh a	I said, Surely thou wilt fear me, thou wilt receive instruction; so their dwelling should not be cut off, howsoever I punished them: but they rose early, and corrupted all their doings.	finite_main_or_matrix	lexicalized_or_category_mixed	blocked_noise	Best available difficult-case row from a lexicalized or category-mixed family.	lexicalized_family_contamination `ngaihsun/ngaihsut/ngaihsutna` remain lexical-family contamination unless a row can be justified independently. Blocked noisy material includes ngaihsun, ngaihsutna, ngaihsut, ngaihsutnate. No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket. Row status is capped by the pair-level publication status.
ngai-ngaih	form_ii	Zechariah 3:7	38003007	35	ngaih	ngaih	ngaih	love	ngai	V	mite thu ka [ngaih] bangin nangma thu	Thus saith the LORD of hosts; If thou wilt walk in my ways, and if thou wilt keep my charge, then thou shalt also judge my house, and shalt also keep my courts, and I will give thee places to walk among these that stand by.	finite_main_or_matrix	lexicalized_or_category_mixed	blocked_noise	Best available difficult-case row from a lexicalized or category-mixed family.	lexicalized_family_contamination `ngaihsun/ngaihsut/ngaihsutna` remain lexical-family contamination unless a row can be justified independently. Blocked noisy material includes ngaihsun, ngaihsutna, ngaihsut, ngaihsutnate. No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket. Row status is capped by the pair-level publication status.
no-noh	form_i	Matthew 24:32	40024032	15	no	no	no	young	no	N	a teh hong [no] ciangin khuakhal hun	Now learn a parable of the fig tree; When his branch is yet tender, and putteth forth leaves, ye know that summer is nigh:	dependent_temporal_ciangin	stative_or_adjectival_predicate	descriptive_with_caveat	Best currently available audit row pending manual philological review.	category_mismatch Blocked noisy material includes nosuaksakkik, nosakkik, nosak. Immediate following `ciangin` provides a conservative dependent-temporal cue. Row status is capped by the pair-level publication status.
no-noh	form_ii	Genesis 26:8	01026008	23	noh	noh	noh	young	no	N	zi Rebekah a [noh] laitak mu kha	And it came to pass, when he had been there a long time, that Abimelech king of the Philistines looked out at a window, and saw, and, behold, Isaac was sporting with Rebekah his wife.	unknown_or_needs_review	stative_or_adjectival_predicate	descriptive_with_caveat	Best currently available audit row pending manual philological review.	category_mismatch Blocked noisy material includes nosuaksakkik, nosakkik, nosak. No conservative local environment rule fired for this token. Review-bucket rows never count as print-ready evidence.
nuam-nuam	form_i	Genesis 43:23	01043023	4	“Nuam	“nuam	nuam	want	nuam	V	in dawng a [“Nuam] takin om unla	And he said, Peace be to you, fear not: your God, and the God of your father, hath given you treasure in your sacks: I had your money. And he brought Simeon out unto them.	finite_main_or_matrix	same_form_questionnaire_control	questionnaire_control	Best Bible attestation for a same-form questionnaire control.	same_written_form_no_overt_alternation Questionnaire uses a same-form mapping, so Bible tokens do not independently prove a distinct written Form II. Questionnaire-only exact-form scan; not part of the analyzer pair inventory. No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket. Questionnaire maps the same surface form to both slots.
nusia-nusiat	form_i	Zechariah 11:17	38011017	8	nusia	nusia	nusia	forsake	nusia	V	a tuuhonte a [nusia] pa in gimna	Woe to the idol shepherd that leaveth the flock! the sword shall be upon his arm, and upon his right eye: his arm shall be clean dried up, and his right eye shall be utterly darkened.	finite_main_or_matrix	lexical_verb	descriptive_with_caveat	Best clean verbal form i row after lexical-category filtering.	Blocked noisy material includes kinusiacipsak. No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket. Row is useful for matrix review, but it is not strong enough to inherit the pair's print-facing status.
nusia-nusiat	form_ii	Deuteronomy 2:14	05002014	22	nusiat	nusiat	nusiat	abandon	nusia	N	ahi Kadeshbarnea i [nusiat] a kipan Zered	And the space in which we came from Kadesh-barnea, until we were come over the brook Zered, was thirty and eight years; until all the generation of the men of war were wasted out from among the host, as the LORD sware unto them.	clause_linking_kipan	lexical_verb	print_usable_with_caveat	Best currently available audit row pending manual philological review.	Blocked noisy material includes kinusiacipsak. Local `a kipan` sequence marks a clause-linking or source/beginning environment. Accepted candidate TSV evidence can inherit the pair's editorial status.
om-om	form_i	Psalms 46:10	19046010	0	“Om	“om	Om	exist	om	V	[“Om] hithiat unla Pasian	Be still, and know that I am God: I will be exalted among the heathen, I will be exalted in the earth.	finite_main_or_matrix	same_form_questionnaire_control	questionnaire_control	Best Bible attestation for a same-form questionnaire control.	same_written_form_no_overt_alternation Questionnaire uses a same-form mapping, so Bible tokens do not independently prove a distinct written Form II. Questionnaire-only exact-form scan; not part of the analyzer pair inventory. No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket. Questionnaire maps the same surface form to both slots.
om-omh	form_i	Zephaniah 3:13	36003013	30	om	om	om	exist	om	ADJ	Amaute cithei-in lungmuangin [om] ding uh a	The remnant of Israel shall not do iniquity, nor speak lies; neither shall a deceitful tongue be found in their mouth: for they shall feed and lie down, and none shall make them afraid.	finite_main_or_matrix	auxiliary_or_functional_verb	descriptive_with_caveat	Best clean verbal form i row after lexical-category filtering.	no_clean_form_ii_verb_example Blocked noisy material includes omsak, omsakkik, omsakin, ki-omsak. No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket. Row status is capped by the pair-level publication status.
pai-pai	form_i	Zephaniah 1:6	36001006	12	pai	pai	pai	go	pai	V	kei kiangah hong [pai] nawn lote ka	and them that are turned back from the LORD ; and those that have not sought the LORD , nor enquired for him.	finite_main_or_matrix	same_form_questionnaire_control	questionnaire_control	Best Bible attestation for a same-form questionnaire control.	same_written_form_no_overt_alternation Questionnaire uses a same-form mapping, so Bible tokens do not independently prove a distinct written Form II. Questionnaire-only exact-form scan; not part of the analyzer pair inventory. No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket. Questionnaire maps the same surface form to both slots.
pai-paih	form_i	Zephaniah 1:6	36001006	12	pai	pai	pai	go	pai	V	kei kiangah hong [pai] nawn lote ka	and them that are turned back from the LORD ; and those that have not sought the LORD , nor enquired for him.	finite_main_or_matrix	analyzer_only_uncertain	descriptive_with_caveat	Best clean verbal form i row after lexical-category filtering.	needs_manual_philological_review Blocked noisy material includes paisak, paikhiasak, daupaisak, paihkhiatsak. No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket. Row status is capped by the pair-level publication status.
pai-paih	form_ii	Job 9:34	18009034	5	paih	paih	pai-h	go-COMP	pai	V	kisatna ciang hong [paih] khiatsak ding a	Let him take his rod away from me, And let not his fear terrify me:	finite_main_or_matrix	analyzer_only_uncertain	descriptive_with_caveat	Best clean verbal form ii row after lexical-category filtering.	needs_manual_philological_review Blocked noisy material includes paisak, paikhiasak, daupaisak, paihkhiatsak. No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket. Row status is capped by the pair-level publication status.
pia-piak	form_i	Genesis 3:12	01003012	13	pia	pia	pia	give	pia	V	in singgah hong [pia] a ke'n ka	And the man said, The woman whom thou gavest to be with me, she gave me of the tree, and I did eat.	finite_main_or_matrix	lexical_verb	print_usable_with_caveat	Best clean verbal form i row after lexical-category filtering.	Blocked noisy material includes kipiasak, kipiansak, kipialsak. No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket. Accepted candidate TSV evidence can inherit the pair's editorial status.
pia-piak	form_ii	Genesis 3:12	01003012	8	piak	piak	piak	give.to	pia	V	om dinga nong [piak] numei in singgah	And the man said, The woman whom thou gavest to be with me, she gave me of the tree, and I did eat.	finite_main_or_matrix	lexical_verb	print_usable_with_caveat	Best clean verbal form ii row after lexical-category filtering.	Blocked noisy material includes kipiasak, kipiansak, kipialsak. No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket. Accepted candidate TSV evidence can inherit the pair's editorial status.
piang-pian	form_i	Zephaniah 2:15	36002015	11	piang	piang	piang	be.born	piang	V	khuapi tu-a bangin [piang] ding hi Leitungah	This is the rejoicing city that dwelt carelessly, that said in her heart, I am , and there is none beside me: how is she become a desolation, a place for beasts to lie down in! every one that passeth by her shall hiss, and wag his hand.	finite_main_or_matrix	lexical_verb	descriptive_with_caveat	Best clean verbal form i row after lexical-category filtering.	needs_manual_philological_review `piangsak` and related derived rows must not be counted as clean bare Form II evidence. Blocked noisy material includes piangsak, piansak, piangsakin, kipiansakna. Present in the stem packet, but absent from VERB_STEM_PAIRS. No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket. Row status is capped by the pair-level publication status.
piang-pian	form_ii	Matthew 26:54	40026054	12	pian	pian	pian	be.born	pian	V	tu-a bangin a [pian] nading a gen	But how then shall the scriptures be fulfilled, that thus it must be?	finite_main_or_matrix	lexical_verb	descriptive_with_caveat	Best clean verbal form ii row after lexical-category filtering.	needs_manual_philological_review `piangsak` and related derived rows must not be counted as clean bare Form II evidence. Blocked noisy material includes piangsak, piansak, piangsakin, kipiansakna. Present in the stem packet, but absent from VERB_STEM_PAIRS. No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket. Row status is capped by the pair-level publication status.
pua-puah	form_ii	Nehemiah 3:9	16003009	11	puah	puah	puah	divine	pua	V	tapa Refaiah in [puah] hi	And next unto them repaired Rephaiah the son of Hur, the ruler of the half part of Jerusalem.	finite_main_or_matrix	analyzer_only_uncertain	descriptive_with_caveat	Best clean verbal form ii row after lexical-category filtering.	analyzer_pair_only Blocked noisy material includes puahsak, puahsakkik, kipuahphasak. No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket. Row status is capped by the pair-level publication status.
pua-puak	form_i	Song of Solomon 7:1	22007001	3	pua	pua	pua	carry.on.back	pua	V	Kumpi mel a [pua] a ngaihbaang nungak	How beautiful are thy feet with shoes, O prince's daughter! The joints of thy thighs are like jewels, The work of the hands of a cunning workman.	finite_main_or_matrix	lexicalized_or_category_mixed	blocked_noise	Best available difficult-case row from a lexicalized or category-mixed family.	homophone_risk Blocked noisy material includes puasak, puaksak, puasakkik, puazosak. Questionnaire glosses this base as 'carry.on.back', while the analyzer gloss is 'spill'. Form I stem `pua` participates in multiple analyzer pairs (pua-puah, pua-puak); counted under canonical pair pua-puak. Alternate Form II analyses remain visible in pair summary notes: pua-puah. No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket. Row status is capped by the pair-level publication status.
pua-puak	form_ii	Zephaniah 3:10	36003010	15	puak	puak	puak	send	pua	V	in biakna hong [puak] ding uh hi	From beyond the rivers of Ethiopia my suppliants, even the daughter of my dispersed, shall bring mine offering.	finite_main_or_matrix	lexicalized_or_category_mixed	blocked_noise	Best available difficult-case row from a lexicalized or category-mixed family.	homophone_risk Blocked noisy material includes puasak, puaksak, puasakkik, puazosak. Questionnaire glosses this base as 'carry.on.back', while the analyzer gloss is 'spill'. No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket. Row status is capped by the pair-level publication status.
sak-sak	form_i	Zechariah 11:13	38011013	24	sak	sak	sak	CAUS	sak	V	kituakin tam a [sak] mahmah uh tua	And the LORD said unto me, Cast it unto the potter: a goodly price that I was prised at of them. And I took the thirty pieces of silver, and cast them to the potter in the house of the LORD .	causative_or_derivational_sak	same_form_questionnaire_control	questionnaire_control	Best Bible attestation for a same-form questionnaire control.	same_written_form_no_overt_alternation Questionnaire uses a same-form mapping, so Bible tokens do not independently prove a distinct written Form II. Blocked noisy material includes sak. Questionnaire-only exact-form scan; not part of the analyzer pair inventory. Causative or derivational `sak` blocks promotion as simple stem-alternation evidence. Questionnaire maps the same surface form to both slots.
sawlkhia-sawlkhiat	form_i	Psalms 43:3	19043003	6	sawlkhia	sawlkhia	sawlkhia	send.forth	sawlkhia	V	na thuman hong [sawlkhia] inla na mual	O send out thy light and thy truth: Let them lead me; Let them bring me unto thy holy hill, and to thy tabernacles.	finite_main_or_matrix	lexical_verb	descriptive_with_caveat	Best clean verbal form i row after lexical-category filtering.	needs_manual_philological_review No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket. Row status is capped by the pair-level publication status.
sawlkhia-sawlkhiat	form_ii	Luke 22:35	42022035	15	sawlkhiat	sawlkhiat	sawlkhiat	send.forth	sawlkhia	V	keng loin kong [sawlkhiat] lai-in kitangsapna na	And he said unto them, When I sent you without purse, and scrip, and shoes, lacked ye any thing? And they said, Nothing.	finite_main_or_matrix	lexical_verb	descriptive_with_caveat	Best clean verbal form ii row after lexical-category filtering.	needs_manual_philological_review No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket. Row status is capped by the pair-level publication status.
si-sit	form_i	Zephaniah 1:11	36001011	25	si	si	si	die	si	V	leh sumbukte khempeuh [si] ding uh hi	Howl, ye inhabitants of Maktesh, for all the merchant people are cut down; all they that bear silver are cut off.	finite_main_or_matrix	analyzer_only_uncertain	descriptive_with_caveat	Best clean verbal form i row after lexical-category filtering.	needs_manual_philological_review Questionnaire-only exact-form scan; not part of the analyzer pair inventory. No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket.
si-sit	form_ii	Matthew 10:18	40010018	20	sit	sit	sit	cut.off	sit	V	ciangin thu hong [sit] mite le Gentail	and ye shall be brought before governors and kings for my sake, for a testimony against them and the Gentiles.	finite_main_or_matrix	analyzer_only_uncertain	descriptive_with_caveat	Best clean verbal form ii row after lexical-category filtering.	needs_manual_philological_review Questionnaire-only exact-form scan; not part of the analyzer pair inventory. No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket.
sia-siah	form_i	Psalms 53:1	19053001	13	sia	sia	sia	evil	sia	ADJ	ngaihsun hi Amaute [sia] uh hi A	The fool hath said in his heart, There is no God. Corrupt are they, and have done abominable iniquity: There is none that doeth good.	finite_main_or_matrix	lexical_verb	descriptive_with_caveat	Best currently available audit row pending manual philological review.	no_clean_form_i_verb_example Blocked noisy material includes siasak, minsiasak, siasakin, siasakte. No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket. Row status is capped by the pair-level publication status.
sia-siah	form_ii	Psalms 57:6	19057006	6	siah	siah	siah	compose	sia	N	khe thang hong [siah] uh a lungkhamin	They have prepared a net for my steps; My soul is bowed down: They have digged a pit before me, into the midst whereof they are fallen themselves . Selah.	finite_main_or_matrix	lexical_verb	descriptive_with_caveat	Best currently available audit row pending manual philological review.	no_clean_form_i_verb_example Blocked noisy material includes siasak, minsiasak, siasakin, siasakte. No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket. Row status is capped by the pair-level publication status.
sum-sumh	form_i	Matthew 6:19	40006019	14	sum	sum	sum	extinguish	sum	N	hih leitungah na [sum] uh khol kei	Lay not up for yourselves treasures upon earth, where moth and rust doth corrupt, and where thieves break through and steal:	finite_main_or_matrix	noun_or_nominal_compound	blocked_nonverbal	Best available audit row for a blocked nominal or compound-like analyzer pair.	nominal_or_compound_examples_only No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket. Row status is capped by the pair-level publication status.
sum-sumh	form_ii	Exodus 21:21	02021021	38	sumh	sumh	sumh	money	sum	N	ciangin amah a [sumh] khin ahi hi	Notwithstanding, if he continue a day or two, he shall not be punished: for he is his money.	unknown_or_needs_review	noun_or_nominal_compound	blocked_nonverbal	Best available audit row for a blocked nominal or compound-like analyzer pair.	nominal_or_compound_examples_only No conservative local environment rule fired for this token. Review-bucket rows never count as print-ready evidence.
tan-tanh	form_i	Matthew 6:17	40006017	4	tan	tan	tan'	assign.POSS	tan	PRON	zongin an na [tan] uh ciangin na	But thou, when thou fastest, anoint thine head, and wash thy face;	finite_main_or_matrix	lexical_verb	descriptive_with_caveat	Best currently available audit row pending manual philological review.	no_clean_form_i_verb_example Blocked noisy material includes suktansak, ngaptansak, kitansak, tansak. No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket. Row status is capped by the pair-level publication status.
tan-tanh	form_ii	Song of Solomon 8:12	22008012	21	tanh	tanh	tanh	spread	tan	N	lokhote tungah amau [tanh] ding a zah	My vineyard, which is mine, is before me: Thou, O Solomon, must have a thousand, And those that keep the fruit thereof two hundred.	finite_main_or_matrix	lexical_verb	descriptive_with_caveat	Best currently available audit row pending manual philological review.	no_clean_form_i_verb_example Blocked noisy material includes suktansak, ngaptansak, kitansak, tansak. No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket. Row status is capped by the pair-level publication status.
thei-theih	form_i	Zechariah 14:7	38014007	27	thei	thei	thei	know	thei	ADJ	bek in a [thei] hi	but it shall be one day which shall be known to the LORD , not day, nor night: but it shall come to pass, that at evening time it shall be light.	finite_main_or_matrix	lexical_verb	descriptive_with_caveat	Best clean verbal form i row after lexical-category filtering.	needs_manual_philological_review Blocked noisy material includes theisak, kisaktheihpih, kitheisak, kisaktheih. No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket. Row status is capped by the pair-level publication status.
thei-theih	form_ii	Zechariah 6:13	38006013	12	theih	theih	theih	know.II	thei	V	a kumpite ngah [theih] minliatna ngahin ama	even he shall build the temple of the LORD ; and he shall bear the glory, and shall sit and rule upon his throne; and he shall be a priest upon his throne: and the counsel of peace shall be between them both.	finite_main_or_matrix	lexical_verb	descriptive_with_caveat	Best clean verbal form ii row after lexical-category filtering.	needs_manual_philological_review Blocked noisy material includes theisak, kisaktheihpih, kitheisak, kisaktheih. No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket. Row status is capped by the pair-level publication status.
thu-thuh	form_i	Titus 3:9	56003009	25	thu	thu	thu	word	thu	N	lo a mawkna [thu] hi lel hi	But avoid foolish questions, and genealogies, and contentions, and strivings about the law; for they are unprofitable and vain.	finite_main_or_matrix	noun_or_nominal_compound	blocked_nonverbal	Best available audit row for a blocked nominal or compound-like analyzer pair.	nominal_or_compound_examples_only Blocked noisy material includes thuksak, thumangsak. No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket. Row status is capped by the pair-level publication status.
thu-thuh	form_ii	Esther 8:8	17008008	40	thuh	thuh	thuh	word	thu	N	minthuhna zungbuh tawh [thuh] in,” a ci	Write ye also for the Jews, as it liketh you, in the king's name, and seal it with the king's ring: for the writing which is written in the king's name, and sealed with the king's ring, may no man reverse.	imperative_or_directive	noun_or_nominal_compound	blocked_nonverbal	Best available audit row for a blocked nominal or compound-like analyzer pair.	nominal_or_compound_examples_only Blocked noisy material includes thuksak, thumangsak. A following imperative-like particle may indicate directive force. Row status is capped by the pair-level publication status.
tom-tom	form_i	Psalms 104:17	19104017	17	tom	tom	tom	dwell	tom	N	in bu a [tom] uh hi	Where the birds make their nests: As for the stork, the fir trees are her house.	finite_main_or_matrix	same_form_questionnaire_control	questionnaire_control	Best Bible attestation for a same-form questionnaire control.	same_written_form_no_overt_alternation Questionnaire uses a same-form mapping, so Bible tokens do not independently prove a distinct written Form II. Questionnaire-only exact-form scan; not part of the analyzer pair inventory. No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket. Questionnaire maps the same surface form to both slots.
tu-tuh	form_i	Zechariah 5:7	38005007	29	tu	tu	tu	now	tu	CONJ	numei khat a [tu] hi	And, behold, there was lifted up a talent of lead: and this is a woman that sitteth in the midst of the ephah.	finite_main_or_matrix	lexical_verb	descriptive_with_caveat	Best currently available audit row pending manual philological review.	no_clean_form_i_verb_example Blocked noisy material includes tusak, tusakin, tusakzaw. No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket. Row status is capped by the pair-level publication status.
tu-tuh	form_ii	Psalms 126:6	19126006	4	tuh	tuh	tuh	sow	tu	V	kawmin kuankhia-in a [tuh] ding khaici a	He that goeth forth and weepeth, bearing precious seed, Shall doubtless come again with rejoicing, bringing his sheaves with him .	finite_main_or_matrix	lexical_verb	descriptive_with_caveat	Best clean verbal form ii row after lexical-category filtering.	no_clean_form_i_verb_example Blocked noisy material includes tusak, tusakin, tusakzaw. No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket. Row status is capped by the pair-level publication status.
tua-tuah	form_ii	Psalms 124:1	19124001	10	tuah	tuah	tuah	do	tua	V	lo hileh i [tuah] ding thu thei	If it had not been the LORD who was on our side, now may Israel say;	finite_main_or_matrix	analyzer_only_uncertain	descriptive_with_caveat	Best clean verbal form ii row after lexical-category filtering.	category_mismatch Blocked noisy material includes tuahsakmang, tuahmangsak. No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket. Row status is capped by the pair-level publication status.
tua-tuak	form_i	Zechariah 11:7	38011007	41	Tua	tua	Tua	that	tua	DET	ka phuak hi [Tua] hi a tuute	And I will feed the flock of slaughter, even you, O poor of the flock. And I took unto me two staves; the one I called Beauty, and the other I called Bands; and I fed the flock.	finite_main_or_matrix	analyzer_only_uncertain	descriptive_with_caveat	Best currently available audit row pending manual philological review.	category_mismatch Blocked noisy material includes tuaksak. Form I stem `tua` participates in multiple analyzer pairs (tua-tuah, tua-tuak); counted under canonical pair tua-tuak. Alternate Form II analyses remain visible in pair summary notes: tua-tuah. No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket. Row status is capped by the pair-level publication status.
tua-tuak	form_ii	Zechariah 9:1	38009001	15	tuak	tuak	tuak	receive	tua	N	khuapi in zong [tuak] ding hi Israel	The burden of the word of the LORD in the land of Hadrach, and Damascus shall be the rest thereof: when the eyes of man, as of all the tribes of Israel, shall be toward the LORD .	finite_main_or_matrix	analyzer_only_uncertain	descriptive_with_caveat	Best currently available audit row pending manual philological review.	category_mismatch Blocked noisy material includes tuaksak. No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket. Row status is capped by the pair-level publication status.
tuahpha-tuahphat	form_i	Song of Solomon 1:4	22001004	30	tuahpha	tuahpha	tuahpha	quickly	tuahpha	V	Nang kong ngaihkhak [tuahpha] ing	Draw me, we will run after thee: The king hath brought me into his chambers: We will be glad and rejoice in thee, We will remember thy love more than wine: The upright love thee.	finite_main_or_matrix	lexical_verb	descriptive_with_caveat	Best clean verbal form i row after lexical-category filtering.	no_clean_form_ii_verb_example Blocked noisy material includes tuahphasak. No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket. Row status is capped by the pair-level publication status.
tuahpha-tuahphat	form_ii	Proverbs 11:10	20011010	2	tuahphat	tuahphat	tuahphat	quickly	tuahpha	N	Midikte a [tuahphat] ciangin khua sungah	When it goeth well with the righteous, the city rejoiceth: And when the wicked perish, there is shouting.	dependent_temporal_ciangin	lexical_verb	descriptive_with_caveat	Best currently available audit row pending manual philological review.	no_clean_form_ii_verb_example Blocked noisy material includes tuahphasak. Immediate following `ciangin` provides a conservative dependent-temporal cue. Row status is capped by the pair-level publication status.
uk-uk	form_i	Zechariah 9:10	38009010	49	uk	uk	uk	rule	uk	V	leimong dongin a [uk] ding hi	And I will cut off the chariot from Ephraim, and the horse from Jerusalem, and the battle bow shall be cut off: and he shall speak peace unto the heathen: and his dominion shall be from sea even to sea, and from the river even to the ends of the earth.	finite_main_or_matrix	same_form_questionnaire_control	questionnaire_control	Best Bible attestation for a same-form questionnaire control.	same_written_form_no_overt_alternation Questionnaire uses a same-form mapping, so Bible tokens do not independently prove a distinct written Form II. Questionnaire-only exact-form scan; not part of the analyzer pair inventory. No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket. Questionnaire maps the same surface form to both slots.
vial-vialh	form_i	Psalms 41:9	19041009	19	vial	vial	vial	knop	vial	V	kei hong peek [vial] hi	Yea, mine own familiar friend, in whom I trusted, Which did eat of my bread, hath lifted up his heel against me.	finite_main_or_matrix	lexical_verb	descriptive_with_caveat	Best clean verbal form i row after lexical-category filtering.	no_clean_form_ii_verb_example No stronger local cue was found, so the token is kept in a conservative finite or matrix bucket. Row status is capped by the pair-level publication status.
vial-vialh	form_ii	Psalms 119:61	19119061	5	vialh	vialh	vialh	encircle	vial	N	in kei hong [vialh] hangin nangma thu	The bands of the wicked have robbed me: But I have not forgotten thy law.	negative_clause	lexical_verb	descriptive_with_caveat	Best currently available audit row pending manual philological review.	no_clean_form_ii_verb_example Nearby negative material marks a negative or irrealis-heavy clause. Row status is capped by the pair-level publication status.
